member_number,db_id,source_member_id,household_id,full_name,tier,relationship,seniority_level,job_title,organisation_unit,physical_address,region,district,nwsc_area,town_or_ward,onboarded_via
NWSC-2026-02306,nwf5bf5a2e0f220b69afe2,NWSC-MEM-001363,NWSC-HH-000605,Collins Mukasa,Staff,Sibling,Dependant,,,"Plot 472, Water Works Road, Luuka, Iganga District, Uganda",Central Region,Iganga,Iganga,Luuka,DB
NWSC-2026-02307,nw874dc5227eed86e605a6,NWSC-MEM-001364,NWSC-HH-000733,Samuel Nalubega,Management,Child,Dependant,,,"Plot 405, Civic Road, Kyazanga, Lwengo District, Uganda",Central Region,Lwengo,Lwengo,Kyazanga,DB
NWSC-2026-02308,nw288469439547634d3d1c,NWSC-MEM-001365,NWSC-HH-000615,Joshua Bukenya,Officer,Child,Dependant,,,"Plot 738, Commercial Street, Nkozi, Mpigi District, Uganda",Central Region,Mpigi,Mpigi,Nkozi,DB
NWSC-2026-02309,nw72396cf181a9b9baf06a,NWSC-MEM-001366,NWSC-HH-000729,Jackie Nalubega,Staff,Child,Dependant,,,"Plot 939, Industrial Lane, Kamuli, Kamuli District, Uganda",Central Region,Kamuli,Kamuli,Kamuli,DB
NWSC-2026-02310,nwf64e241a3a00a25de119,NWSC-MEM-001367,NWSC-HH-000505,Julius Mugisha,Officer,Child,Dependant,,,"Plot 949, Mission Road, Kajjansi, Wakiso District, Uganda",Central Region,Wakiso,Entebbe,Kajjansi,DB
NWSC-2026-02311,nw46c91a078a217ed03f42,NWSC-MEM-001368,NWSC-HH-000579,Kato Odongo,Officer,Child,Dependant,,,"Plot 6, Market Street, Ntuusi, Sembabule District, Uganda",Central Region,Sembabule,Sembabule,Ntuusi,DB
NWSC-2026-02312,nwdb46b10610364d909b54,NWSC-MEM-001369,NWSC-HH-000494,Halima Kahuma,Officer,Child,Dependant,,,"Plot 694, Council Road, Mubende, Mubende District, Uganda",Central Region,Mubende,Mubende,Mubende,DB
NWSC-2026-02313,nwffe8824aacc056b7f687,NWSC-MEM-001370,NWSC-HH-000668,Florence Kiconco,Staff,Spouse,Dependant,,,"Plot 994, School Lane, Kagoma, Jinja District, Uganda",Central Region,Jinja,Jinja,Kagoma,DB
NWSC-2026-02314,nwe94868fc16644c0bdc15,NWSC-MEM-001371,NWSC-HH-000727,Daniel Nanyonga,Staff,Spouse,Dependant,,,"Plot 967, Civic Road, Mbulamuti, Kamuli District, Uganda",Central Region,Kamuli,Kamuli,Mbulamuti,DB
NWSC-2026-02315,nwae431c1e8b5b734d22df,NWSC-MEM-001372,NWSC-HH-000827,Judith Ocen,Staff,Spouse,Dependant,,,"Plot 43, Hospital Road, Kalisizo, Kyotera District, Uganda",Central Region,Kyotera,Kyotera,Kalisizo,DB
NWSC-2026-02316,nwd752720cf96d36d35f36,NWSC-MEM-001373,NWSC-HH-000750,Akello Agaba,Staff,Child,Dependant,,,"Plot 255, Spring Road, Kiyinda, Mityana District, Uganda",Central Region,Mityana,Mityana,Kiyinda,DB
NWSC-2026-02317,nw1530e8a098756dc4dbc0,NWSC-MEM-001374,NWSC-HH-000797,Angela Kiconco,Officer,Spouse,Dependant,,,"Plot 923, Church Road, Naluwerere, Bugiri District, Uganda",Central Region,Bugiri,Bugiri,Naluwerere,DB
NWSC-2026-02318,nw13138cc2e78507375adc,NWSC-MEM-001375,NWSC-HH-000809,David Bamwesigye,Officer,Child,Dependant,,,"Plot 96, Old Kampala Road, Buwuni, Bugiri District, Uganda",Central Region,Bugiri,Bugiri,Buwuni,DB
NWSC-2026-02319,nwffeb6994f7eb7de655a0,NWSC-MEM-001376,NWSC-HH-000785,Linda Bukenya,Management,Child,Dependant,,,"Plot 573, Lake View Road, Kagoma, Jinja District, Uganda",Central Region,Jinja,Jinja,Kagoma,DB
NWSC-2026-02320,nwf0fc34d2a46bf5a8881d,NWSC-MEM-001377,NWSC-HH-000562,Charles Senyonga,Staff,Sibling,Dependant,,,"Plot 196, Hill Road, Bombo, Luweero District, Uganda",Central Region,Luweero,Luweero,Bombo,DB
NWSC-2026-02321,nw9cdc44f2f6b70c774cb4,NWSC-MEM-001378,NWSC-HH-000536,Peace Nakimuli,Staff,Child,Dependant,,,"Plot 946, Water Works Road, Bweyale, Kiryandongo District, Uganda",Central Region,Kiryandongo,Kigumba,Bweyale,DB
NWSC-2026-02322,nwfb2eefaedea7756ab0f1,NWSC-MEM-001379,NWSC-HH-000585,Okello Nansubuga,Officer,Child,Dependant,,,"Plot 367, Spring Road, Kiganda, Mubende District, Uganda",Central Region,Mubende,Mubende,Kiganda,DB
NWSC-2026-02323,nwbb483f70973b9036109a,NWSC-MEM-001380,NWSC-HH-000695,Ritah Aciro,Officer,Spouse,Dependant,,,"Plot 4, Council Road, Nkokonjeru, Buikwe District, Uganda",Central Region,Buikwe,Lugazi,Nkokonjeru,DB
NWSC-2026-02324,nw2d7da0c3d37d490ffd5f,NWSC-MEM-001381,NWSC-HH-000666,Mary Nanyonga,Staff,Child,Dependant,,,"Plot 732, Main Street, Nakasongola, Nakasongola District, Uganda",Central Region,Nakasongola,Nakasongola,Nakasongola,DB
NWSC-2026-02325,nw6ad42bb76b96013fb730,NWSC-MEM-001382,NWSC-HH-000587,Stella Mutebi,Officer,Sibling,Dependant,,,"Plot 269, Hill Road, Luweero, Luweero District, Uganda",Central Region,Luweero,Luweero,Luweero,DB
NWSC-2026-02326,nw94a14248365c038c8ae8,NWSC-MEM-001383,NWSC-HH-000614,Judith Kizza,Officer,Child,Dependant,,,"Plot 373, Water Works Road, Buwama, Mpigi District, Uganda",Central Region,Mpigi,Mpigi,Buwama,DB
NWSC-2026-02327,nw34987fddd25922b754a5,NWSC-MEM-001384,NWSC-HH-000842,Paul Agaba,Staff,Child,Dependant,,,"Plot 204, Hospital Road, Buikwe, Buikwe District, Uganda",Central Region,Buikwe,Lugazi,Buikwe,DB
NWSC-2026-02328,nw03a2f50d9e0b231fdf7b,NWSC-MEM-001385,NWSC-HH-000665,Ivan Nanyonga,Officer,Child,Dependant,,,"Plot 598, Old Kampala Road, Kapeeka, Nakaseke District, Uganda",Central Region,Nakaseke,Kapeeka,Kapeeka,DB
NWSC-2026-02329,nw760ae50864cfe392fb68,NWSC-MEM-001386,NWSC-HH-000525,Joan Baluku,Management,Sibling,Dependant,,,"Plot 808, Council Road, Nkooko, Kakumiro District, Uganda",Central Region,Kakumiro,Kakumiro,Nkooko,DB
NWSC-2026-02330,nwa5aab29a11df2ff76ae4,NWSC-MEM-001387,NWSC-HH-000768,Isaac Wabwire,Staff,Spouse,Dependant,,,"Plot 629, Mission Road, Migeera, Nakasongola District, Uganda",Central Region,Nakasongola,Nakasongola,Migeera,DB
NWSC-2026-02331,nw572a73cdcaaadd64b6de,NWSC-MEM-001388,NWSC-HH-000532,Joan Opio,Staff,Spouse,Dependant,,,"Plot 742, Hospital Road, Sembabule, Sembabule District, Uganda",Central Region,Sembabule,Sembabule,Sembabule,DB
NWSC-2026-02332,nw15a0b5cbdce75169fba9,NWSC-MEM-001389,NWSC-HH-000692,Jackie Kakooza,Staff,Child,Dependant,,,"Plot 845, Market Street, Kinoni, Lwengo District, Uganda",Central Region,Lwengo,Lwengo,Kinoni,DB
NWSC-2026-02333,nw198aabcb956004b097a0,NWSC-MEM-001390,NWSC-HH-000573,Jackie Kato,Officer,Child,Dependant,,,"Plot 603, Hospital Road, Kiyinda, Mityana District, Uganda",Central Region,Mityana,Mityana,Kiyinda,DB
NWSC-2026-02334,nw08e5c68a45da5b1d4f3f,NWSC-MEM-001391,NWSC-HH-000692,Martha Kakooza,Staff,Child,Dependant,,,"Plot 845, Market Street, Kinoni, Lwengo District, Uganda",Central Region,Lwengo,Lwengo,Kinoni,DB
NWSC-2026-02335,nwa80324c400d80d57b90b,NWSC-MEM-001392,NWSC-HH-000663,Ibrahim Nakimuli,Officer,Spouse,Dependant,,,"Plot 324, Market Street, Lutuuku, Sembabule District, Uganda",Central Region,Sembabule,Sembabule,Lutuuku,DB
NWSC-2026-02336,nw790d2dd0dfa0e988a0d4,NWSC-MEM-001393,NWSC-HH-000506,Denis Lwanga,Staff,Sibling,Dependant,,,"Plot 26, School Lane, Masaka, Masaka District, Uganda",Central Region,Masaka,Masaka,Masaka,DB
NWSC-2026-02337,nw0e00ca8db7505386e0e5,NWSC-MEM-001394,NWSC-HH-000585,Richard Nansubuga,Officer,Child,Dependant,,,"Plot 367, Spring Road, Kiganda, Mubende District, Uganda",Central Region,Mubende,Mubende,Kiganda,DB
NWSC-2026-02338,nw77c330669aff91dff29b,NWSC-MEM-001395,NWSC-HH-000634,Rebecca Mukasa,Management,Spouse,Dependant,,,"Plot 267, Water Works Road, Bukulula, Kalungu District, Uganda",Central Region,Kalungu,Kalungu,Bukulula,DB
NWSC-2026-02339,nw8cfad97da402265805a8,NWSC-MEM-001396,NWSC-HH-000624,Isaac Agaba,Executive,Child,Dependant,,,"Plot 6, Spring Road, Kigumba, Kiryandongo District, Uganda",Central Region,Kiryandongo,Kigumba,Kigumba,DB
NWSC-2026-02340,nwf10edd0f9b0b0b3dc8bc,NWSC-MEM-001397,NWSC-HH-000724,Ritah Tumusiime,Officer,Parent,Dependant,,,"Plot 508, Hospital Road, Nkokonjeru, Buikwe District, Uganda",Central Region,Buikwe,Lugazi,Nkokonjeru,DB
NWSC-2026-02341,nwc22664e6e2f714376bd9,NWSC-MEM-001398,NWSC-HH-000708,Ritah Nalubega,Officer,Child,Dependant,,,"Plot 630, Station Road, Kapeeka, Nakaseke District, Uganda",Central Region,Nakaseke,Kapeeka,Kapeeka,DB
NWSC-2026-02342,nw190526b24ef2734311a8,NWSC-MEM-001399,NWSC-HH-000640,Nakato Aciro,Staff,Child,Dependant,,,"Plot 598, Reservoir Road, Buwama, Mpigi District, Uganda",Central Region,Mpigi,Mpigi,Buwama,DB
NWSC-2026-02343,nw319a0434a49b220fccea,NWSC-MEM-001400,NWSC-HH-000503,John Obote,Executive,Child,Dependant,,,"Plot 215, Market Street, Mateete, Sembabule District, Uganda",Central Region,Sembabule,Sembabule,Mateete,DB
NWSC-2026-02344,nw21d5b8a356e1ac8802eb,NWSC-MEM-001401,NWSC-HH-000820,Emmanuel Otieno,Management,Child,Dependant,,,"Plot 668, Spring Road, Busimbi, Mityana District, Uganda",Central Region,Mityana,Mityana,Busimbi,DB
NWSC-2026-02345,nwd1e259afbd0e34bd3747,NWSC-MEM-001402,NWSC-HH-000590,Margaret Mukasa,Management,Child,Dependant,,,"Plot 155, Water Works Road, Bugiri, Bugiri District, Uganda",Central Region,Bugiri,Bugiri,Bugiri,DB
NWSC-2026-02346,nw55d6a1e4dbc173d01618,NWSC-MEM-001403,NWSC-HH-000842,Babirye Agaba,Staff,Child,Dependant,,,"Plot 204, Hospital Road, Buikwe, Buikwe District, Uganda",Central Region,Buikwe,Lugazi,Buikwe,DB
NWSC-2026-02347,nw015c0cacd5fb7d1bcb55,NWSC-MEM-001404,NWSC-HH-000797,Akello Agaba,Officer,Child,Dependant,,,"Plot 923, Church Road, Naluwerere, Bugiri District, Uganda",Central Region,Bugiri,Bugiri,Naluwerere,DB
NWSC-2026-02348,nw936136aeb878540a07a1,NWSC-MEM-001405,NWSC-HH-000718,Joseph Nantongo,Officer,Spouse,Dependant,,,"Plot 62, Old Kampala Road, Ntuusi, Sembabule District, Uganda",Central Region,Sembabule,Sembabule,Ntuusi,DB
NWSC-2026-02349,nw8e5b14233f45d118dd12,NWSC-MEM-001406,NWSC-HH-000535,Michael Olanya,Staff,Child,Dependant,,,"Plot 365, Station Road, Nyalweyo, Kakumiro District, Uganda",Central Region,Kakumiro,Kakumiro,Nyalweyo,DB
NWSC-2026-02350,nw857650c98e139b7d3668,NWSC-MEM-001407,NWSC-HH-000501,Samuel Kahuma,Officer,Spouse,Dependant,,,"Plot 53, High Street, Bukulula, Kalungu District, Uganda",Central Region,Kalungu,Kalungu,Bukulula,DB
NWSC-2026-02351,nwa293a297e7e15d22bfe5,NWSC-MEM-001408,NWSC-HH-000757,Rose Wamala,Staff,Child,Dependant,,,"Plot 382, Industrial Lane, Jinja, Jinja District, Uganda",Central Region,Jinja,Jinja,Jinja,DB
NWSC-2026-02352,nwa10a565e74c6a1d106d4,NWSC-MEM-001409,NWSC-HH-000756,Allan Aciro,Staff,Child,Dependant,,,"Plot 784, Hill Road, Kajjansi, Wakiso District, Uganda",Central Region,Wakiso,Entebbe,Kajjansi,DB
NWSC-2026-02353,nwcc3fe35138a5e4c3aa64,NWSC-MEM-001410,NWSC-HH-000592,Wasswa Walusimbi,Staff,Spouse,Dependant,,,"Plot 414, Market Street, Kayabwe, Mpigi District, Uganda",Central Region,Mpigi,Buwama,Kayabwe,DB
NWSC-2026-02354,nw16aa8970c3f6f840c4cc,NWSC-MEM-001411,NWSC-HH-000758,Grace Nabirye,Officer,Child,Dependant,,,"Plot 712, Spring Road, Katovu, Lwengo District, Uganda",Central Region,Lwengo,Lwengo,Katovu,DB
NWSC-2026-02355,nwd0ac2eaebea9caf029d0,NWSC-MEM-001412,NWSC-HH-000579,Aisha Odongo,Officer,Child,Dependant,,,"Plot 6, Market Street, Ntuusi, Sembabule District, Uganda",Central Region,Sembabule,Sembabule,Ntuusi,DB
NWSC-2026-02356,nw0227e440a07d307bb5f1,NWSC-MEM-001413,NWSC-HH-000775,Julius Mukasa,Officer,Child,Dependant,,,"Plot 331, Lake View Road, Lugazi, Buikwe District, Uganda",Central Region,Buikwe,Lugazi,Lugazi,DB
NWSC-2026-02357,nwd8d9417f65b8c249b6d2,NWSC-MEM-001414,NWSC-HH-000800,Okello Aciro,Officer,Child,Dependant,,,"Plot 494, Mission Road, Kyabadaza, Mpigi District, Uganda",Central Region,Mpigi,Buwama,Kyabadaza,DB
NWSC-2026-02358,nw8db444e981bbafd60009,NWSC-MEM-001415,NWSC-HH-000717,Raymond Lwanga,Staff,Child,Dependant,,,"Plot 452, High Street, Kyotera, Kyotera District, Uganda",Central Region,Kyotera,Kyotera,Kyotera,DB
NWSC-2026-02359,nw99685d23493a3430d704,NWSC-MEM-001416,NWSC-HH-000558,Irene Biryomumaisho,Staff,Parent,Dependant,,,"Plot 629, High Street, Kinoni, Lwengo District, Uganda",Central Region,Lwengo,Lwengo,Kinoni,DB
NWSC-2026-02360,nw9db493bca0a66ba3e207,NWSC-MEM-001417,NWSC-HH-000538,Annet Akello,Staff,Child,Dependant,,,"Plot 341, Water Works Road, Najjembe, Buikwe District, Uganda",Central Region,Buikwe,Lugazi,Najjembe,DB
NWSC-2026-02361,nw70aa550c4952319eef09,NWSC-MEM-001418,NWSC-HH-000771,Achen Nanyonga,Officer,Child,Dependant,,,"Plot 131, School Lane, Kyabadaza, Mpigi District, Uganda",Central Region,Mpigi,Buwama,Kyabadaza,DB
NWSC-2026-02362,nwa3e3a04ecc083e3079fb,NWSC-MEM-001419,NWSC-HH-000802,Geoffrey Opio,Staff,Child,Dependant,,,"Plot 357, Council Road, Naluwerere, Bugiri District, Uganda",Central Region,Bugiri,Bugiri,Naluwerere,DB
NWSC-2026-02363,nwc5e42f5499291153e206,NWSC-MEM-001420,NWSC-HH-000704,Judith Bukenya,Staff,Child,Dependant,,,"Plot 56, Civic Road, Buwenge, Jinja District, Uganda",Central Region,Jinja,Jinja,Buwenge,DB
NWSC-2026-02364,nwdd59bf744592d625bf33,NWSC-MEM-001421,NWSC-HH-000645,Brenda Nabirye,Officer,Spouse,Dependant,,,"Plot 977, Council Road, Semuto, Nakaseke District, Uganda",Central Region,Nakaseke,Kapeeka,Semuto,DB
NWSC-2026-02365,nw06018a6f0881871bdd2d,NWSC-MEM-001422,NWSC-HH-000494,Joshua Kahuma,Officer,Child,Dependant,,,"Plot 694, Council Road, Mubende, Mubende District, Uganda",Central Region,Mubende,Mubende,Mubende,DB
NWSC-2026-02366,nwf4ff3ed4fd8674cb623b,NWSC-MEM-001423,NWSC-HH-000685,Rose Senyonga,Management,Child,Dependant,,,"Plot 571, Hospital Road, Kalungu, Kalungu District, Uganda",Central Region,Kalungu,Kalungu,Kalungu,DB
NWSC-2026-02367,nwca0b1376df9ff00f065c,NWSC-MEM-001424,NWSC-HH-000822,Achen Agaba,Staff,Spouse,Dependant,,,"Plot 896, Civic Road, Gombe, Mpigi District, Uganda",Central Region,Mpigi,Buwama,Gombe,DB
NWSC-2026-02368,nw279477b78637965a1951,NWSC-MEM-001425,NWSC-HH-000697,Julius Alupo,Staff,Child,Dependant,,,"Plot 521, Mission Road, Kitoro, Wakiso District, Uganda",Central Region,Wakiso,Entebbe,Kitoro,DB
NWSC-2026-02369,nw94755b7d4a91c2668b3c,NWSC-MEM-001426,NWSC-HH-000585,Raymond Nansubuga,Officer,Spouse,Dependant,,,"Plot 367, Spring Road, Kiganda, Mubende District, Uganda",Central Region,Mubende,Mubende,Kiganda,DB
NWSC-2026-02370,nwbcea3ca4e5ac0d3f8dd9,NWSC-MEM-001427,NWSC-HH-000494,Robert Kahuma,Officer,Child,Dependant,,,"Plot 694, Council Road, Mubende, Mubende District, Uganda",Central Region,Mubende,Mubende,Mubende,DB
NWSC-2026-02371,nw7801409da5e5a8c80b63,NWSC-MEM-001428,NWSC-HH-000605,Ivan Mukasa,Staff,Child,Dependant,,,"Plot 472, Water Works Road, Luuka, Iganga District, Uganda",Central Region,Iganga,Iganga,Luuka,DB
NWSC-2026-02372,nw339749f05e7f90e40333,NWSC-MEM-001429,NWSC-HH-000722,Michael Obote,Officer,Child,Dependant,,,"Plot 64, Station Road, Mubende, Mubende District, Uganda",Central Region,Mubende,Mubende,Mubende,DB
NWSC-2026-02373,nw6361fc4bdb8dc4b1ac47,NWSC-MEM-001430,NWSC-HH-000734,Okello Alupo,Management,Child,Dependant,,,"Plot 461, Market Street, Bukakata, Masaka District, Uganda",Central Region,Masaka,Masaka,Bukakata,DB
NWSC-2026-02374,nwf6d7d62da81e8ce70642,NWSC-MEM-001431,NWSC-HH-000661,Denis Ouma,Officer,Child,Dependant,,,"Plot 877, Council Road, Kaliro, Iganga District, Uganda",Central Region,Iganga,Iganga,Kaliro,DB
NWSC-2026-02375,nwe1d65c4e7561007ae003,NWSC-MEM-001432,NWSC-HH-000608,Angela Mukasa,Staff,Spouse,Dependant,,,"Plot 109, Spring Road, Buwama, Mpigi District, Uganda",Central Region,Mpigi,Mpigi,Buwama,DB
NWSC-2026-02376,nw1d5d26cdcdfa4660611d,NWSC-MEM-001433,NWSC-HH-000768,Ibrahim Wabwire,Staff,Child,Dependant,,,"Plot 629, Mission Road, Migeera, Nakasongola District, Uganda",Central Region,Nakasongola,Nakasongola,Migeera,DB
NWSC-2026-02377,nw7760f48e2d5b7a7281da,NWSC-MEM-001434,NWSC-HH-000680,Ivan Bukenya,Staff,Spouse,Dependant,,,"Plot 107, Spring Road, Iganga, Iganga District, Uganda",Central Region,Iganga,Iganga,Iganga,DB
NWSC-2026-02378,nwa57b48798ad4492a2df1,NWSC-MEM-001435,NWSC-HH-000662,Violet Nakku,Staff,Child,Dependant,,,"Plot 383, Commercial Street, Mateete, Sembabule District, Uganda",Central Region,Sembabule,Sembabule,Mateete,DB
NWSC-2026-02379,nw9b1459f2709263529c18,NWSC-MEM-001436,NWSC-HH-000739,Ben Opio,Management,Child,Dependant,,,"Plot 138, Hill Road, Kamuli, Kamuli District, Uganda",Central Region,Kamuli,Kamuli,Kamuli,DB
NWSC-2026-02380,nw6d4d4395cf63ab858a2a,NWSC-MEM-001437,NWSC-HH-000752,Peter Obote,Staff,Child,Dependant,,,"Plot 154, School Lane, Gombe, Mpigi District, Uganda",Central Region,Mpigi,Buwama,Gombe,DB
NWSC-2026-02381,nw5cc4d636376128571ee7,NWSC-MEM-001438,NWSC-HH-000761,Stella Agaba,Staff,Child,Dependant,,,"Plot 642, High Street, Kaliro, Iganga District, Uganda",Central Region,Iganga,Iganga,Kaliro,DB
NWSC-2026-02382,nw00eb02bb680b54fb178d,NWSC-MEM-001439,NWSC-HH-000662,Moses Nakku,Staff,Child,Dependant,,,"Plot 383, Commercial Street, Mateete, Sembabule District, Uganda",Central Region,Sembabule,Sembabule,Mateete,DB
NWSC-2026-02383,nwcea9c5ae0ec82198c35c,NWSC-MEM-001440,NWSC-HH-000695,Mark Nakimuli,Officer,Child,Dependant,,,"Plot 4, Council Road, Nkokonjeru, Buikwe District, Uganda",Central Region,Buikwe,Lugazi,Nkokonjeru,DB
NWSC-2026-02384,nw9167238b9dbaae289739,NWSC-MEM-001441,NWSC-HH-000776,Patrick Mugisha,Staff,Child,Dependant,,,"Plot 234, Church Road, Kyazanga, Lwengo District, Uganda",Central Region,Lwengo,Lwengo,Kyazanga,DB
NWSC-2026-02385,nw85d52f498236099c11c8,NWSC-MEM-001442,NWSC-HH-000822,Grace Agaba,Staff,Child,Dependant,,,"Plot 896, Civic Road, Gombe, Mpigi District, Uganda",Central Region,Mpigi,Buwama,Gombe,DB
NWSC-2026-02386,nw6235d30e1f417f609dbc,NWSC-MEM-001443,NWSC-HH-000841,Joseph Wabwire,Staff,Spouse,Dependant,,,"Plot 635, Spring Road, Kalisizo, Kyotera District, Uganda",Central Region,Kyotera,Kyotera,Kalisizo,DB
NWSC-2026-02387,nwb436361af7425aa86f5a,NWSC-MEM-001444,NWSC-HH-000746,Allan Ouma,Officer,Child,Dependant,,,"Plot 778, Commercial Street, Bukomero, Nakaseke District, Uganda",Central Region,Nakaseke,Kapeeka,Bukomero,DB
NWSC-2026-02388,nwdc1c1a36e4951f0f4633,NWSC-MEM-001445,NWSC-HH-000566,Rose Nalubega,Officer,Spouse,Dependant,,,"Plot 708, Hospital Road, Bukakata, Masaka District, Uganda",Central Region,Masaka,Masaka,Bukakata,DB
NWSC-2026-02389,nw7a43f9390009751f964b,NWSC-MEM-001446,NWSC-HH-000843,Brenda Otieno,Staff,Child,Dependant,,,"Plot 540, Spring Road, Nyalweyo, Kakumiro District, Uganda",Central Region,Kakumiro,Kakumiro,Nyalweyo,DB
NWSC-2026-02390,nwcc041c308aa8d11af7bf,NWSC-MEM-001447,NWSC-HH-000673,Allan Kato,Officer,Child,Dependant,,,"Plot 179, Water Works Road, Migeera, Nakasongola District, Uganda",Central Region,Nakasongola,Nakasongola,Migeera,DB
NWSC-2026-02391,nw9d10e4c0398bfbe6a98c,NWSC-MEM-001448,NWSC-HH-000598,Kato Akena,Officer,Sibling,Dependant,,,"Plot 510, Lake View Road, Kigumba, Kiryandongo District, Uganda",Central Region,Kiryandongo,Kigumba,Kigumba,DB
NWSC-2026-02392,nw0f21102bb81e0b4fd406,NWSC-MEM-001449,NWSC-HH-000670,Samuel Olanya,Staff,Parent,Dependant,,,"Plot 565, School Lane, Nakaseke, Nakaseke District, Uganda",Central Region,Nakaseke,Kapeeka,Nakaseke,DB
NWSC-2026-02393,nw84f45b984c6ae7b28768,NWSC-MEM-001450,NWSC-HH-000570,Ibrahim Obote,Staff,Child,Dependant,,,"Plot 746, Hospital Road, Bweyale, Kiryandongo District, Uganda",Central Region,Kiryandongo,Kigumba,Bweyale,DB
NWSC-2026-02394,nw6fb9296c63975f67be2c,NWSC-MEM-001451,NWSC-HH-000771,Denis Nanyonga,Officer,Child,Dependant,,,"Plot 131, School Lane, Kyabadaza, Mpigi District, Uganda",Central Region,Mpigi,Buwama,Kyabadaza,DB
NWSC-2026-02395,nwb4af879c941414cc0344,NWSC-MEM-001452,NWSC-HH-000826,Margaret Opio,Officer,Child,Dependant,,,"Plot 939, Civic Road, Nkooko, Kakumiro District, Uganda",Central Region,Kakumiro,Kakumiro,Nkooko,DB
NWSC-2026-02396,nw5ff6118a524d8e3f7fbd,NWSC-MEM-001453,NWSC-HH-000744,Jackie Akello,Officer,Spouse,Dependant,,,"Plot 272, Mission Road, Mukungwe, Masaka District, Uganda",Central Region,Masaka,Masaka,Mukungwe,DB
NWSC-2026-02397,nw54bc861df1d8208d59cf,NWSC-MEM-001454,NWSC-HH-000538,Rose Akello,Staff,Child,Dependant,,,"Plot 341, Water Works Road, Najjembe, Buikwe District, Uganda",Central Region,Buikwe,Lugazi,Najjembe,DB
NWSC-2026-02398,nw8238540f7bcd48f4b0db,NWSC-MEM-001455,NWSC-HH-000790,Peace Bukenya,Officer,Child,Dependant,,,"Plot 940, High Street, Kakumiro, Kakumiro District, Uganda",Central Region,Kakumiro,Kakumiro,Kakumiro,DB
NWSC-2026-02399,nwafdca7582bed995c42e3,NWSC-MEM-001456,NWSC-HH-000717,Hassan Lwanga,Staff,Sibling,Dependant,,,"Plot 452, High Street, Kyotera, Kyotera District, Uganda",Central Region,Kyotera,Kyotera,Kyotera,DB
NWSC-2026-02400,nw82ab862fbbc99ebe7f8c,NWSC-MEM-001457,NWSC-HH-000542,Samuel Tusubira,Management,Child,Dependant,,,"Plot 907, Civic Road, Busembatya, Iganga District, Uganda",Central Region,Iganga,Iganga,Busembatya,DB
NWSC-2026-02401,nw742f0385efa415f3b9f1,NWSC-MEM-001458,NWSC-HH-000814,Ritah Ocen,Staff,Spouse,Dependant,,,"Plot 812, Mission Road, Mateete, Sembabule District, Uganda",Central Region,Sembabule,Sembabule,Mateete,DB
NWSC-2026-02402,nwc244ccad672051ac919a,NWSC-MEM-001459,NWSC-HH-000820,Esther Otieno,Management,Parent,Dependant,,,"Plot 668, Spring Road, Busimbi, Mityana District, Uganda",Central Region,Mityana,Mityana,Busimbi,DB
NWSC-2026-02403,nwce19b9dc9d4e197c3ff4,NWSC-MEM-001460,NWSC-HH-000599,Andrew Nabirye,Officer,Spouse,Dependant,,,"Plot 419, Reservoir Road, Kajjansi, Wakiso District, Uganda",Central Region,Wakiso,Entebbe,Kajjansi,DB
NWSC-2026-02404,nw35b94d84dfc581732b96,NWSC-MEM-001461,NWSC-HH-000843,Godfrey Otieno,Staff,Child,Dependant,,,"Plot 540, Spring Road, Nyalweyo, Kakumiro District, Uganda",Central Region,Kakumiro,Kakumiro,Nyalweyo,DB
NWSC-2026-02405,nw41c7100d9e091be02369,NWSC-MEM-001462,NWSC-HH-000692,Mary Kakooza,Staff,Child,Dependant,,,"Plot 845, Market Street, Kinoni, Lwengo District, Uganda",Central Region,Lwengo,Lwengo,Kinoni,DB
NWSC-2026-02406,nw7980e3517031c0e2d029,NWSC-MEM-001463,NWSC-HH-000758,Geoffrey Nabirye,Officer,Child,Dependant,,,"Plot 712, Spring Road, Katovu, Lwengo District, Uganda",Central Region,Lwengo,Lwengo,Katovu,DB
NWSC-2026-02407,nw3b243296232a04ef60d4,NWSC-MEM-001464,NWSC-HH-000589,Peace Kyomuhendo,Officer,Child,Dependant,,,"Plot 384, Station Road, Bweyale, Kiryandongo District, Uganda",Central Region,Kiryandongo,Kigumba,Bweyale,DB
NWSC-2026-02408,nw9c04f5993481f5801e6e,NWSC-MEM-001465,NWSC-HH-000804,Ibrahim Nalubega,Management,Parent,Dependant,,,"Plot 873, Council Road, Busimbi, Mityana District, Uganda",Central Region,Mityana,Mityana,Busimbi,DB
NWSC-2026-02409,nw7814375d3d249c4f3c34,NWSC-MEM-001466,NWSC-HH-000671,Abdul Katumba,Officer,Child,Dependant,,,"Plot 711, Reservoir Road, Kibibi, Mpigi District, Uganda",Central Region,Mpigi,Buwama,Kibibi,DB
NWSC-2026-02410,nwfbbad86d71c3749d977c,NWSC-MEM-001467,NWSC-HH-000815,Raymond Anywar,Management,Child,Dependant,,,"Plot 817, Main Street, Mayuge, Iganga District, Uganda",Central Region,Iganga,Iganga,Mayuge,DB
NWSC-2026-02411,nwd24ba91207820305fda5,NWSC-MEM-001468,NWSC-HH-000612,James Kahuma,Management,Child,Dependant,,,"Plot 684, Council Road, Mukungwe, Masaka District, Uganda",Central Region,Masaka,Masaka,Mukungwe,DB
